Timestamp              RA (HHMMSS)  DEC (DDMMSS)  Distance (km)
2020-08-22 07:50:00    004753       153929        9024826.760
2020-08-22 08:00:00    004753       153926        9026873.485
2020-08-22 08:10:00    004753       153923        9028920.272
2020-08-22 08:20:00    004752       153921        9030967.122
2020-08-22 08:30:00    004752       153918        9033014.035
2020-08-22 08:40:00    004752       153915        9035061.010
2020-08-22 08:50:00    004751       153912        9037108.048
2020-08-22 09:00:00    004751       153910        9039155.149
2020-08-22 09:10:00    004751       153907        9041202.313
2020-08-22 09:20:00    004750       153904        9043249.539
2020-08-22 09:30:00    004750       153901        9045296.829
2020-08-22 09:40:00    004750       153859        9047344.182
2020-08-22 09:50:00    004749       153856        9049391.597
2020-08-22 10:00:00    004749       153853        9051439.076
2020-08-22 10:10:00    004749       153850        9053486.618
2020-08-22 10:20:00    004748       153847        9055534.224
2020-08-22 10:30:00    004748       153845        9057581.892
2020-08-22 10:40:00    004748       153842        9059629.625
2020-08-22 10:50:00    004747       153839        9061677.420
2020-08-22 11:00:00    004747       153836        9063725.279
2020-08-22 11:10:00    004747       153834        9065773.202
2020-08-22 11:20:00    004746       153831        9067821.189
2020-08-22 11:30:00    004746       153828        9069869.239
2020-08-22 11:40:00    004746       153825        9071917.354
2020-08-22 11:50:00    004746       153822        9073965.532
2020-08-22 12:00:00    004745       153820        9076013.774
2020-08-22 12:10:00    004745       153817        9078062.080
2020-08-22 12:20:00    004745       153814        9080110.450
2020-08-22 12:30:00    004744       153811        9082158.884
2020-08-22 12:40:00    004744       153808        9084207.383
2020-08-22 12:50:00    004744       153806        9086255.946
2020-08-22 13:00:00    004743       153803        9088304.573
2020-08-22 13:10:00    004743       153800        9090353.264
2020-08-22 13:20:00    004743       153757        9092402.021
2020-08-22 13:30:00    004742       153754        9094450.841
2020-08-22 13:40:00    004742       153752        9096499.727
2020-08-22 13:50:00    004742       153749        9098548.677
2020-08-22 14:00:00    004741       153746        9100597.691
2020-08-22 14:10:00    004741       153743        9102646.771
2020-08-22 14:20:00    004741       153740        9104695.915
2020-08-22 14:30:00    004740       153738        9106745.125
2020-08-22 14:40:00    004740       153735        9108794.399
2020-08-22 14:50:00    004740       153732        9110843.738
2020-08-22 15:00:00    004739       153729        9112893.143
2020-08-22 15:10:00    004739       153726        9114942.613
2020-08-22 15:20:00    004739       153724        9116992.148
2020-08-22 15:30:00    004738       153721        9119041.748
2020-08-22 15:40:00    004738       153718        9121091.414
2020-08-22 15:50:00    004738       153715        9123141.145
2020-08-22 16:00:00    004737       153712        9125190.942
2020-08-22 16:10:00    004737       153710        9127240.805
2020-08-22 16:20:00    004736       153707        9129290.733
2020-08-22 16:30:00    004736       153704        9131340.727
2020-08-22 16:40:00    004736       153701        9133390.786
2020-08-22 16:50:00    004735       153658        9135440.912
2020-08-22 17:00:00    004735       153656        9137491.103
2020-08-22 17:10:00    004735       153653        9139541.361
2020-08-22 17:20:00    004734       153650        9141591.684
2020-08-22 17:30:00    004734       153647        9143642.074
2020-08-22 17:40:00    004734       153644        9145692.529
2020-08-22 17:50:00    004733       153641        9147743.051
2020-08-22 18:00:00    004733       153639        9149793.640
2020-08-22 18:10:00    004733       153636        9151844.294
2020-08-22 18:20:00    004732       153633        9153895.015
2020-08-22 18:30:00    004732       153630        9155945.803
2020-08-22 18:40:00    004732       153627        9157996.657
2020-08-22 18:50:00    004731       153624        9160047.578
2020-08-22 19:00:00    004731       153622        9162098.566
2020-08-22 19:10:00    004731       153619        9164149.620
2020-08-22 19:20:00    004730       153616        9166200.741
2020-08-22 19:30:00    004730       153613        9168251.929
2020-08-22 19:40:00    004730       153610        9170303.184
2020-08-22 19:50:00    004729       153608        9172354.506
2020-08-22 20:00:00    004729       153605        9174405.896
2020-08-22 20:10:00    004729       153602        9176457.352
2020-08-22 20:20:00    004728       153559        9178508.875
2020-08-22 20:30:00    004728       153556        9180560.466
2020-08-22 20:40:00    004728       153553        9182612.124
2020-08-22 20:50:00    004727       153550        9184663.850
2020-08-22 21:00:00    004727       153548        9186715.643
2020-08-22 21:10:00    004727       153545        9188767.504
2020-08-22 21:20:00    004726       153542        9190819.432
2020-08-22 21:30:00    004726       153539        9192871.428
2020-08-22 21:40:00    004726       153536        9194923.491
2020-08-22 21:50:00    004725       153533        9196975.623
2020-08-22 22:00:00    004725       153531        9199027.822
2020-08-22 22:10:00    004725       153528        9201080.089
2020-08-22 22:20:00    004724       153525        9203132.425
2020-08-22 22:30:00    004724       153522        9205184.828
2020-08-22 22:40:00    004724       153519        9207237.299
2020-08-22 22:50:00    004723       153516        9209289.839
2020-08-22 23:00:00    004723       153514        9211342.447
2020-08-22 23:10:00    004723       153511        9213395.123
2020-08-22 23:20:00    004722       153508        9215447.868
2020-08-22 23:30:00    004722       153505        9217500.681
2020-08-22 23:40:00    004722       153502        9219553.562
2020-08-22 23:50:00    004721       153459        9221606.512
2020-08-23 00:00:00    004721       153456        9223659.531
2020-08-23 00:10:00    004721       153454        9225712.619
2020-08-23 00:20:00    004720       153451        9227765.775
2020-08-23 00:30:00    004720       153448        9229819.000
2020-08-23 00:40:00    004720       153445        9231872.294
2020-08-23 00:50:00    004719       153442        9233925.657
2020-08-23 01:00:00    004719       153439        9235979.089
2020-08-23 01:10:00    004719       153436        9238032.590
2020-08-23 01:20:00    004718       153433        9240086.160
2020-08-23 01:30:00    004718       153431        9242139.799
2020-08-23 01:40:00    004718       153428        9244193.508
2020-08-23 01:50:00    004717       153425        9246247.286
2020-08-23 02:00:00    004717       153422        9248301.133
2020-08-23 02:10:00    004717       153419        9250355.050
2020-08-23 02:20:00    004716       153416        9252409.037
2020-08-23 02:30:00    004716       153413        9254463.093
2020-08-23 02:40:00    004716       153411        9256517.218
2020-08-23 02:50:00    004715       153408        9258571.414
2020-08-23 03:00:00    004715       153405        9260625.679
2020-08-23 03:10:00    004715       153402        9262680.014
2020-08-23 03:20:00    004714       153359        9264734.419
2020-08-23 03:30:00    004714       153356        9266788.894
2020-08-23 03:40:00    004714       153353        9268843.439
2020-08-23 03:50:00    004713       153350        9270898.054
2020-08-23 04:00:00    004713       153348        9272952.740
2020-08-23 04:10:00    004713       153345        9275007.495
2020-08-23 04:20:00    004712       153342        9277062.321
2020-08-23 04:30:00    004712       153339        9279117.217
2020-08-23 04:40:00    004712       153336        9281172.184
2020-08-23 04:50:00    004711       153333        9283227.221
2020-08-23 05:00:00    004711       153330        9285282.329
2020-08-23 05:10:00    004711       153327        9287337.507
2020-08-23 05:20:00    004710       153324        9289392.756
2020-08-23 05:30:00    004710       153322        9291448.076
2020-08-23 05:40:00    004709       153319        9293503.467
2020-08-23 05:50:00    004709       153316        9295558.928
2020-08-23 06:00:00    004709       153313        9297614.460
2020-08-23 06:10:00    004708       153310        9299670.064
2020-08-23 06:20:00    004708       153307        9301725.738
2020-08-23 06:30:00    004708       153304        9303781.484
2020-08-23 06:40:00    004707       153301        9305837.301
2020-08-23 06:50:00    004707       153258        9307893.189
2020-08-23 07:00:00    004707       153256        9309949.148
2020-08-23 07:10:00    004706       153253        9312005.179
2020-08-23 07:20:00    004706       153250        9314061.281
2020-08-23 07:30:00    004706       153247        9316117.455
2020-08-23 07:40:00    004705       153244        9318173.700
2020-08-23 07:50:00    004705       153241        9320230.017
2020-08-23 08:00:00    004705       153238        9322286.405
2020-08-23 08:10:00    004704       153235        9324342.866
2020-08-23 08:20:00    004704       153232        9326399.398
2020-08-23 08:30:00    004704       153229        9328456.002
2020-08-23 08:40:00    004703       153227        9330512.678
2020-08-23 08:50:00    004703       153224        9332569.426
2020-08-23 09:00:00    004703       153221        9334626.246
2020-08-23 09:10:00    004702       153218        9336683.138
2020-08-23 09:20:00    004702       153215        9338740.103
2020-08-23 09:30:00    004702       153212        9340797.140
2020-08-23 09:40:00    004701       153209        9342854.249
2020-08-23 09:50:00    004701       153206        9344911.430
2020-08-23 10:00:00    004701       153203        9346968.684
2020-08-23 10:10:00    004700       153200        9349026.011
2020-08-23 10:20:00    004660       153157        9351083.410
2020-08-23 10:30:00    004660       153155        9353140.881
2020-08-23 10:40:00    004659       153152        9355198.426
2020-08-23 10:50:00    004659       153149        9357256.043
2020-08-23 11:00:00    004659       153146        9359313.733
2020-08-23 11:10:00    004658       153143        9361371.496
2020-08-23 11:20:00    004658       153140        9363429.332
2020-08-23 11:30:00    004658       153137        9365487.240
2020-08-23 11:40:00    004657       153134        9367545.222
2020-08-23 11:50:00    004657       153131        9369603.277
2020-08-23 12:00:00    004656       153128        9371661.406
2020-08-23 12:10:00    004656       153125        9373719.607
2020-08-23 12:20:00    004656       153122        9375777.882
2020-08-23 12:30:00    004655       153119        9377836.231
2020-08-23 12:40:00    004655       153117        9379894.652
2020-08-23 12:50:00    004655       153114        9381953.148
2020-08-23 13:00:00    004654       153111        9384011.717
2020-08-23 13:10:00    004654       153108        9386070.359
2020-08-23 13:20:00    004654       153105        9388129.076
2020-08-23 13:30:00    004653       153102        9390187.866
2020-08-23 13:40:00    004653       153059        9392246.729
2020-08-23 13:50:00    004653       153056        9394305.667
2020-08-23 14:00:00    004652       153053        9396364.679
2020-08-23 14:10:00    004652       153050        9398423.765
2020-08-23 14:20:00    004652       153047        9400482.925
2020-08-23 14:30:00    004651       153044        9402542.159
2020-08-23 14:40:00    004651       153041        9404601.467
2020-08-23 14:50:00    004651       153038        9406660.850
2020-08-23 15:00:00    004650       153035        9408720.306
2020-08-23 15:10:00    004650       153032        9410779.838
2020-08-23 15:20:00    004650       153030        9412839.443
2020-08-23 15:30:00    004649       153027        9414899.124
2020-08-23 15:40:00    004649       153024        9416958.879
2020-08-23 15:50:00    004649       153021        9419018.708
2020-08-23 16:00:00    004648       153018        9421078.612
2020-08-23 16:10:00    004648       153015        9423138.591
2020-08-23 16:20:00    004648       153012        9425198.645
2020-08-23 16:30:00    004647       153009        9427258.774
2020-08-23 16:40:00    004647       153006        9429318.978
2020-08-23 16:50:00    004646       153003        9431379.256
2020-08-23 17:00:00    004646       153000        9433439.610
2020-08-23 17:10:00    004646       152957        9435500.039
2020-08-23 17:20:00    004645       152954        9437560.544
2020-08-23 17:30:00    004645       152951        9439621.123
2020-08-23 17:40:00    004645       152948        9441681.778
2020-08-23 17:50:00    004644       152945        9443742.508
2020-08-23 18:00:00    004644       152942        9445803.314
2020-08-23 18:10:00    004644       152939        9447864.195
2020-08-23 18:20:00    004643       152936        9449925.152
2020-08-23 18:30:00    004643       152933        9451986.184
2020-08-23 18:40:00    004643       152930        9454047.292
2020-08-23 18:50:00    004642       152928        9456108.476
2020-08-23 19:00:00    004642       152925        9458169.736
2020-08-23 19:10:00    004642       152922        9460231.072
2020-08-23 19:20:00    004641       152919        9462292.483
2020-08-23 19:30:00    004641       152916        9464353.971
2020-08-23 19:40:00    004641       152913        9466415.535
2020-08-23 19:50:00    004640       152910        9468477.175
2020-08-23 20:00:00    004640       152907        9470538.891
2020-08-23 20:10:00    004640       152904        9472600.683
2020-08-23 20:20:00    004639       152901        9474662.552
2020-08-23 20:30:00    004639       152858        9476724.497
2020-08-23 20:40:00    004639       152855        9478786.519
2020-08-23 20:50:00    004638       152852        9480848.617
2020-08-23 21:00:00    004638       152849        9482910.791
2020-08-23 21:10:00    004637       152846        9484973.043
2020-08-23 21:20:00    004637       152843        9487035.371
2020-08-23 21:30:00    004637       152840        9489097.776
2020-08-23 21:40:00    004636       152837        9491160.257
2020-08-23 21:50:00    004636       152834        9493222.816
2020-08-23 22:00:00    004636       152831        9495285.451
2020-08-23 22:10:00    004635       152828        9497348.164
2020-08-23 22:20:00    004635       152825        9499410.953
2020-08-23 22:30:00    004635       152822        9501473.820
2020-08-23 22:40:00    004634       152819        9503536.764
2020-08-23 22:50:00    004634       152816        9505599.785
2020-08-23 23:00:00    004634       152813        9507662.884
2020-08-23 23:10:00    004633       152810        9509726.059
2020-08-23 23:20:00    004633       152807        9511789.313
2020-08-23 23:30:00    004633       152804        9513852.644
2020-08-23 23:40:00    004632       152801        9515916.052
2020-08-23 23:50:00    004632       152758        9517979.538
2020-08-24 00:00:00    004632       152755        9520043.102
2020-08-24 00:10:00    004631       152752        9522106.743
2020-08-24 00:20:00    004631       152749        9524170.463
2020-08-24 00:30:00    004631       152746        9526234.260
2020-08-24 00:40:00    004630       152743        9528298.135
2020-08-24 00:50:00    004630       152740        9530362.088
2020-08-24 01:00:00    004629       152737        9532426.119
2020-08-24 01:10:00    004629       152734        9534490.229
2020-08-24 01:20:00    004629       152731        9536554.416
2020-08-24 01:30:00    004628       152728        9538618.682
2020-08-24 01:40:00    004628       152725        9540683.026
2020-08-24 01:50:00    004628       152722        9542747.448
2020-08-24 02:00:00    004627       152719        9544811.949
2020-08-24 02:10:00    004627       152716        9546876.529
2020-08-24 02:20:00    004627       152713        9548941.187
2020-08-24 02:30:00    004626       152710        9551005.923
2020-08-24 02:40:00    004626       152707        9553070.738
2020-08-24 02:50:00    004626       152704        9555135.632
2020-08-24 03:00:00    004625       152701        9557200.605
2020-08-24 03:10:00    004625       152658        9559265.657
2020-08-24 03:20:00    004625       152655        9561330.787
2020-08-24 03:30:00    004624       152652        9563395.997
2020-08-24 03:40:00    004624       152649        9565461.286
2020-08-24 03:50:00    004624       152646        9567526.653
2020-08-24 04:00:00    004623       152643        9569592.100
2020-08-24 04:10:00    004623       152640        9571657.626
2020-08-24 04:20:00    004622       152637        9573723.232
2020-08-24 04:30:00    004622       152634        9575788.917
2020-08-24 04:40:00    004622       152631        9577854.681
2020-08-24 04:50:00    004621       152628        9579920.525
2020-08-24 05:00:00    004621       152625        9581986.448
2020-08-24 05:10:00    004621       152622        9584052.451
2020-08-24 05:20:00    004620       152619        9586118.533
2020-08-24 05:30:00    004620       152616        9588184.695
2020-08-24 05:40:00    004620       152613        9590250.937
2020-08-24 05:50:00    004619       152610        9592317.259
2020-08-24 06:00:00    004619       152607        9594383.661
2020-08-24 06:10:00    004619       152604        9596450.143
2020-08-24 06:20:00    004618       152601        9598516.704
2020-08-24 06:30:00    004618       152558        9600583.346
2020-08-24 06:40:00    004618       152555        9602650.068
2020-08-24 06:50:00    004617       152552        9604716.871
2020-08-24 07:00:00    004617       152549        9606783.753
2020-08-24 07:10:00    004616       152546        9608850.716
2020-08-24 07:20:00    004616       152543        9610917.759
2020-08-24 07:30:00    004616       152540        9612984.883
2020-08-24 07:40:00    004615       152537        9615052.087
2020-08-24 07:50:00    004615       152534        9617119.372
2020-08-24 08:00:00    004615       152531        9619186.737
2020-08-24 08:10:00    004614       152528        9621254.183
2020-08-24 08:20:00    004614       152525        9623321.710
2020-08-24 08:30:00    004614       152522        9625389.318
2020-08-24 08:40:00    004613       152518        9627457.007
2020-08-24 08:50:00    004613       152515        9629524.776
2020-08-24 09:00:00    004613       152512        9631592.627
2020-08-24 09:10:00    004612       152509        9633660.559
2020-08-24 09:20:00    004612       152506        9635728.571
2020-08-24 09:30:00    004612       152503        9637796.665
2020-08-24 09:40:00    004611       152500        9639864.841
2020-08-24 09:50:00    004611       152457        9641933.097
2020-08-24 10:00:00    004610       152454        9644001.435
2020-08-24 10:10:00    004610       152451        9646069.854
2020-08-24 10:20:00    004610       152448        9648138.355
2020-08-24 10:30:00    004609       152445        9650206.938
2020-08-24 10:40:00    004609       152442        9652275.602
2020-08-24 10:50:00    004609       152439        9654344.347
2020-08-24 11:00:00    004608       152436        9656413.175
2020-08-24 11:10:00    004608       152433        9658482.084
2020-08-24 11:20:00    004608       152430        9660551.075
2020-08-24 11:30:00    004607       152427        9662620.148
2020-08-24 11:40:00    004607       152424        9664689.303
2020-08-24 11:50:00    004607       152421        9666758.540
2020-08-24 12:00:00    004606       152418        9668827.860
2020-08-24 12:10:00    004606       152414        9670897.261
2020-08-24 12:20:00    004606       152411        9672966.745
2020-08-24 12:30:00    004605       152408        9675036.311
2020-08-24 12:40:00    004605       152405        9677105.959
2020-08-24 12:50:00    004604       152402        9679175.689
2020-08-24 13:00:00    004604       152359        9681245.502
2020-08-24 13:10:00    004604       152356        9683315.398
2020-08-24 13:20:00    004603       152353        9685385.376
2020-08-24 13:30:00    004603       152350        9687455.437
2020-08-24 13:40:00    004603       152347        9689525.581
2020-08-24 13:50:00    004602       152344        9691595.807
2020-08-24 14:00:00    004602       152341        9693666.116
2020-08-24 14:10:00    004602       152338        9695736.509
2020-08-24 14:20:00    004601       152335        9697806.984
2020-08-24 14:30:00    004601       152332        9699877.542
2020-08-24 14:40:00    004601       152329        9701948.183
2020-08-24 14:50:00    004600       152325        9704018.907
2020-08-24 15:00:00    004560       152322        9706089.715
2020-08-24 15:10:00    004560       152319        9708160.606
2020-08-24 15:20:00    004559       152316        9710231.580
2020-08-24 15:30:00    004559       152313        9712302.637
2020-08-24 15:40:00    004558       152310        9714373.778
2020-08-24 15:50:00    004558       152307        9716445.003
2020-08-24 16:00:00    004558       152304        9718516.311
2020-08-24 16:10:00    004557       152301        9720587.702
2020-08-24 16:20:00    004557       152258        9722659.177
2020-08-24 16:30:00    004557       152255        9724730.737
2020-08-24 16:40:00    004556       152252        9726802.379
2020-08-24 16:50:00    004556       152249        9728874.106
2020-08-24 17:00:00    004556       152245        9730945.917
2020-08-24 17:10:00    004555       152242        9733017.811
2020-08-24 17:20:00    004555       152239        9735089.790
2020-08-24 17:30:00    004555       152236        9737161.853
2020-08-24 17:40:00    004554       152233        9739234.000
2020-08-24 17:50:00    004554       152230        9741306.231
2020-08-24 18:00:00    004553       152227        9743378.547
2020-08-24 18:10:00    004553       152224        9745450.947
2020-08-24 18:20:00    004553       152221        9747523.431
2020-08-24 18:30:00    004552       152218        9749596.000
2020-08-24 18:40:00    004552       152215        9751668.653
2020-08-24 18:50:00    004552       152212        9753741.391
2020-08-24 19:00:00    004551       152208        9755814.213
2020-08-24 19:10:00    004551       152205        9757887.121
2020-08-24 19:20:00    004551       152202        9759960.113
2020-08-24 19:30:00    004550       152159        9762033.190
2020-08-24 19:40:00    004550       152156        9764106.351
2020-08-24 19:50:00    004550       152153        9766179.598
2020-08-24 20:00:00    004549       152150        9768252.930
2020-08-24 20:10:00    004549       152147        9770326.347
2020-08-24 20:20:00    004548       152144        9772399.849
2020-08-24 20:30:00    004548       152141        9774473.436
2020-08-24 20:40:00    004548       152137        9776547.108
2020-08-24 20:50:00    004547       152134        9778620.866
2020-08-24 21:00:00    004547       152131        9780694.709
2020-08-24 21:10:00    004547       152128        9782768.638
2020-08-24 21:20:00    004546       152125        9784842.652
2020-08-24 21:30:00    004546       152122        9786916.752
2020-08-24 21:40:00    004546       152119        9788990.937
2020-08-24 21:50:00    004545       152116        9791065.208
2020-08-24 22:00:00    004545       152113        9793139.565
2020-08-24 22:10:00    004545       152110        9795214.007
2020-08-24 22:20:00    004544       152106        9797288.535
2020-08-24 22:30:00    004544       152103        9799363.150
2020-08-24 22:40:00    004543       152100        9801437.850
2020-08-24 22:50:00    004543       152057        9803512.636
2020-08-24 23:00:00    004543       152054        9805587.509
2020-08-24 23:10:00    004542       152051        9807662.468
2020-08-24 23:20:00    004542       152048        9809737.512
2020-08-24 23:30:00    004542       152045        9811812.644
2020-08-24 23:40:00    004541       152041        9813887.861
2020-08-24 23:50:00    004541       152038        9815963.165
2020-08-25 00:00:00    004541       152035        9818038.555
2020-08-25 00:10:00    004540       152032        9820114.032
2020-08-25 00:20:00    004540       152029        9822189.596
2020-08-25 00:30:00    004540       152026        9824265.246
2020-08-25 00:40:00    004539       152023        9826340.983
2020-08-25 00:50:00    004539       152020        9828416.806
2020-08-25 01:00:00    004538       152017        9830492.717
2020-08-25 01:10:00    004538       152013        9832568.714
2020-08-25 01:20:00    004538       152010        9834644.798
2020-08-25 01:30:00    004537       152007        9836720.970
2020-08-25 01:40:00    004537       152004        9838797.228
2020-08-25 01:50:00    004537       152001        9840873.574
2020-08-25 02:00:00    004536       151958        9842950.006
2020-08-25 02:10:00    004536       151955        9845026.526
2020-08-25 02:20:00    004536       151952        9847103.134
2020-08-25 02:30:00    004535       151948        9849179.828
2020-08-25 02:40:00    004535       151945        9851256.610
2020-08-25 02:50:00    004534       151942        9853333.480
2020-08-25 03:00:00    004534       151939        9855410.437
2020-08-25 03:10:00    004534       151936        9857487.482
2020-08-25 03:20:00    004533       151933        9859564.614
2020-08-25 03:30:00    004533       151930        9861641.834
2020-08-25 03:40:00    004533       151926        9863719.142
2020-08-25 03:50:00    004532       151923        9865796.538
2020-08-25 04:00:00    004532       151920        9867874.022
2020-08-25 04:10:00    004532       151917        9869951.594
2020-08-25 04:20:00    004531       151914        9872029.254
2020-08-25 04:30:00    004531       151911        9874107.001
2020-08-25 04:40:00    004531       151908        9876184.837
2020-08-25 04:50:00    004530       151904        9878262.762
2020-08-25 05:00:00    004530       151901        9880340.774
2020-08-25 05:10:00    004529       151858        9882418.875
2020-08-25 05:20:00    004529       151855        9884497.064
2020-08-25 05:30:00    004529       151852        9886575.342
2020-08-25 05:40:00    004528       151849        9888653.708
2020-08-25 05:50:00    004528       151846        9890732.163
2020-08-25 06:00:00    004528       151842        9892810.707
2020-08-25 06:10:00    004527       151839        9894889.339
2020-08-25 06:20:00    004527       151836        9896968.060
2020-08-25 06:30:00    004527       151833        9899046.869
2020-08-25 06:40:00    004526       151830        9901125.768
2020-08-25 06:50:00    004526       151827        9903204.756
2020-08-25 07:00:00    004525       151823        9905283.832
2020-08-25 07:10:00    004525       151820        9907362.998
2020-08-25 07:20:00    004525       151817        9909442.253
2020-08-25 07:30:00    004524       151814        9911521.596
2020-08-25 07:40:00    004524       151811        9913601.030
2020-08-25 07:50:00    004524       151808        9915680.552
2020-08-25 08:00:00    004523       151805        9917760.164
2020-08-25 08:10:00    004523       151801        9919839.865
2020-08-25 08:20:00    004523       151758        9921919.656
2020-08-25 08:30:00    004522       151755        9923999.536
2020-08-25 08:40:00    004522       151752        9926079.506
2020-08-25 08:50:00    004521       151749        9928159.566
2020-08-25 09:00:00    004521       151746        9930239.715
2020-08-25 09:10:00    004521       151742        9932319.954
2020-08-25 09:20:00    004520       151739        9934400.283
2020-08-25 09:30:00    004520       151736        9936480.702
2020-08-25 09:40:00    004520       151733        9938561.211
2020-08-25 09:50:00    004519       151730        9940641.810
2020-08-25 10:00:00    004519       151727        9942722.498
2020-08-25 10:10:00    004519       151723        9944803.277
2020-08-25 10:20:00    004518       151720        9946884.147
2020-08-25 10:30:00    004518       151717        9948965.106
2020-08-25 10:40:00    004518       151714        9951046.156
2020-08-25 10:50:00    004517       151711        9953127.296
2020-08-25 11:00:00    004517       151708        9955208.527
2020-08-25 11:10:00    004516       151704        9957289.848
2020-08-25 11:20:00    004516       151701        9959371.260
2020-08-25 11:30:00    004516       151658        9961452.762
2020-08-25 11:40:00    004515       151655        9963534.355
2020-08-25 11:50:00    004515       151652        9965616.039
2020-08-25 12:00:00    004515       151648        9967697.814
2020-08-25 12:10:00    004514       151645        9969779.679
2020-08-25 12:20:00    004514       151642        9971861.636
2020-08-25 12:30:00    004514       151639        9973943.683
2020-08-25 12:40:00    004513       151636        9976025.822
2020-08-25 12:50:00    004513       151633        9978108.051
2020-08-25 13:00:00    004512       151629        9980190.372
2020-08-25 13:10:00    004512       151626        9982272.784
2020-08-25 13:20:00    004512       151623        9984355.287
2020-08-25 13:30:00    004511       151620        9986437.882
2020-08-25 13:40:00    004511       151617        9988520.568
2020-08-25 13:50:00    004511       151613        9990603.345
2020-08-25 14:00:00    004510       151610        9992686.214
2020-08-25 14:10:00    004510       151607        9994769.175
2020-08-25 14:20:00    004510       151604        9996852.227
2020-08-25 14:30:00    004509       151601        9998935.371
2020-08-25 14:40:00    004509       151557        10001018.607
2020-08-25 14:50:00    004508       151554        10003101.935
2020-08-25 15:00:00    004508       151551        10005185.354
2020-08-25 15:10:00    004508       151548        10007268.865
2020-08-25 15:20:00    004507       151545        10009352.469
2020-08-25 15:30:00    004507       151541        10011436.164
2020-08-25 15:40:00    004507       151538        10013519.952
2020-08-25 15:50:00    004506       151535        10015603.832
2020-08-25 16:00:00    004506       151532        10017687.804
2020-08-25 16:10:00    004505       151529        10019771.868
2020-08-25 16:20:00    004505       151525        10021856.025
2020-08-25 16:30:00    004505       151522        10023940.274
2020-08-25 16:40:00    004504       151519        10026024.616
2020-08-25 16:50:00    004504       151516        10028109.050
2020-08-25 17:00:00    004504       151513        10030193.577
2020-08-25 17:10:00    004503       151509        10032278.197
2020-08-25 17:20:00    004503       151506        10034362.909
2020-08-25 17:30:00    004503       151503        10036447.714
2020-08-25 17:40:00    004502       151460        10038532.612
2020-08-25 17:50:00    004502       151457        10040617.603
2020-08-25 18:00:00    004501       151453        10042702.687
2020-08-25 18:10:00    004501       151450        10044787.864
2020-08-25 18:20:00    004501       151447        10046873.133
2020-08-25 18:30:00    004500       151444        10048958.497
2020-08-25 18:40:00    004500       151441        10051043.953
2020-08-25 18:50:00    004460       151437        10053129.503
2020-08-25 19:00:00    004459       151434        10055215.145
2020-08-25 19:10:00    004459       151431        10057300.882
2020-08-25 19:20:00    004459       151428        10059386.712
2020-08-25 19:30:00    004458       151424        10061472.635
2020-08-25 19:40:00    004458       151421        10063558.652
2020-08-25 19:50:00    004457       151418        10065644.762
2020-08-25 20:00:00    004457       151415        10067730.967
2020-08-25 20:10:00    004457       151412        10069817.264
2020-08-25 20:20:00    004456       151408        10071903.656
2020-08-25 20:30:00    004456       151405        10073990.142
2020-08-25 20:40:00    004456       151402        10076076.722
2020-08-25 20:50:00    004455       151359        10078163.395
2020-08-25 21:00:00    004455       151355        10080250.163
2020-08-25 21:10:00    004455       151352        10082337.025
2020-08-25 21:20:00    004454       151349        10084423.981
2020-08-25 21:30:00    004454       151346        10086511.031
2020-08-25 21:40:00    004453       151343        10088598.175
2020-08-25 21:50:00    004453       151339        10090685.414
2020-08-25 22:00:00    004453       151336        10092772.748
2020-08-25 22:10:00    004452       151333        10094860.175
2020-08-25 22:20:00    004452       151330        10096947.698
2020-08-25 22:30:00    004452       151326        10099035.315
2020-08-25 22:40:00    004451       151323        10101123.026
2020-08-25 22:50:00    004451       151320        10103210.833
2020-08-25 23:00:00    004450       151317        10105298.734
2020-08-25 23:10:00    004450       151313        10107386.730
2020-08-25 23:20:00    004450       151310        10109474.821
2020-08-25 23:30:00    004449       151307        10111563.006
2020-08-25 23:40:00    004449       151304        10113651.287
2020-08-25 23:50:00    004449       151300        10115739.663
2020-08-26 00:00:00    004448       151257        10117828.134
2020-08-26 00:10:00    004448       151254        10119916.701
2020-08-26 00:20:00    004448       151251        10122005.362
2020-08-26 00:30:00    004447       151248        10124094.119
2020-08-26 00:40:00    004447       151244        10126182.971
2020-08-26 00:50:00    004446       151241        10128271.919
2020-08-26 01:00:00    004446       151238        10130360.962
2020-08-26 01:10:00    004446       151235        10132450.101
2020-08-26 01:20:00    004445       151231        10134539.335
2020-08-26 01:30:00    004445       151228        10136628.665
2020-08-26 01:40:00    004445       151225        10138718.091
2020-08-26 01:50:00    004444       151222        10140807.613
2020-08-26 02:00:00    004444       151218        10142897.231
2020-08-26 02:10:00    004443       151215        10144986.944
2020-08-26 02:20:00    004443       151212        10147076.753
2020-08-26 02:30:00    004443       151209        10149166.659
2020-08-26 02:40:00    004442       151205        10151256.661
2020-08-26 02:50:00    004442       151202        10153346.758
2020-08-26 03:00:00    004442       151159        10155436.952
2020-08-26 03:10:00    004441       151155        10157527.243
2020-08-26 03:20:00    004441       151152        10159617.629
2020-08-26 03:30:00    004441       151149        10161708.113
2020-08-26 03:40:00    004440       151146        10163798.692
2020-08-26 03:50:00    004440       151142        10165889.368
2020-08-26 04:00:00    004439       151139        10167980.141
2020-08-26 04:10:00    004439       151136        10170071.010
2020-08-26 04:20:00    004439       151133        10172161.976
2020-08-26 04:30:00    004438       151129        10174253.039
2020-08-26 04:40:00    004438       151126        10176344.199
